0,460,775
1,364,782
2,653,845
3,422,926
4,654,946
5,465,855
6,631,928
7,1765,1042
8,872,1030
9,1607,1030
10,858,961
11,770,999
12,867,961
13,527,882
14,465,1057
15,439,977
16,303,925
17,405,932
18,355,940
19,400,907
20,438,1007
21,295,1009
22,260,939
23,338,929
24,346,936
25,359,903
26,385,927
27,266,943
28,238,892
29,336,905
30,220,847
31,409,907
32,308,910
33,453,959
34,273,893
35,233,836
36,316,836
37,172,872
38,173,924
39,201,955
40,247,895
41,304,965
42,337,895
43,244,946
44,226,903
45,212,969
46,222,957
47,191,889
48,242,1125
49,403,979
50,182,954
51,248,872
52,215,744
53,293,695
54,242,699
55,190,730
56,303,622
57,314,661
58,285,637
59,287,553
60,318,632
61,213,559
62,141,700
63,284,804
64,285,865
65,362,754
66,262,823
67,209,848
68,315,863
69,295,935
70,189,831
71,209,839
72,265,1004
73,272,870
74,362,892
75,145,539
76,152,455
77,206,459
78,200,592
79,188,590
80,194,578
81,197,568
82,289,607
83,113,562
84,168,605
85,170,563
86,167,613
87,215,630
88,182,638
89,163,702
90,190,681
91,162,550
92,235,595
93,312,666
94,197,584
95,158,539
96,246,561
97,347,539
98,362,534
99,304,548
100,461,517
101,593,507
102,1325,437
103,661,429
104,681,488
105,617,441
106,851,420
107,548,415
108,965,438
109,832,436
110,608,457
111,510,452
112,696,469
113,536,479
114,764,498
115,834,503
116,638,470
117,574,489
118,656,441
119,509,412
120,701,428
121,539,364
122,633,393
123,434,322
124,399,263
125,330,247
126,161,246
127,125,270
128,207,263
129,176,306
130,199,240
131,356,283
132,418,264
133,240,208
134,209,270
135,224,291
136,240,267
137,154,264
138,276,257
139,155,259
140,280,338
141,240,581
142,164,363
143,301,270
